Unnamed: 0,question,type,keywords
2148,나는 계산문제를 재빠르게 암산할 수 있다.,다중지능검사,"사고, 나타나는, 조각, 그룹, 동물, 상징, 생각, 정서지능, 시각, 연역적"
2149,나는 다른 사람이 이야기하는 것의 요점을 잘 파악한다.,다중지능검사,"함께, 과학, 곡선, 기술, 게임, 생각, 연산, 수집, 귀납적, 호기심"
2150,나의 미래는 별로 기대할 것이 없다.,자기조절학습검사,"시간환경관리, 전신운동기능, 시뮬레이션, 꼼꼼하고, 읽기, 성향, 경험하기를, 약점, 수학적, 직접"
2151,나는 마음속에 떠오르는 생각을 그림으로 잘 표현할 수 있다.,다중지능검사,"계획적, 에너지, 내고, 숫자, 쇼핑, 이해하기, 미용, 반응할, 분류, 과학적"
2152,다소위험해도 다양하고 활동적인 일을 좋아한다.,다요인검사,"기억전략, 없으나, 분류, 밴다이어그램, 항목, 나타나는, 해내기, 예민하고, 작곡하는, 형태"
2153,도서관 사서 : 도서관 및 자료실에서 도서 및 자료를 대출 및 수납하는 업무를 하는 사람 ,진로발달검사,"느낄, 있어, 자기존중감, 활동, 크기, 만지거나, 성향, 운동, 해주는, 판단하는"
2154,전해 내려오는 관습이 사리에 맞지 않으면 따르지 않는다.,다요인검사,"학습내용, 수집, 학습, 미용, 기억전략, 공감하면서도, 일반적, 신체언어, 자신, 깊습니다"
2155,의사가 되어 환자의 병을 알아낸다.,진로발달검사,"긴장유지, 경우일, 받아들이기, 거부감, 판단하는, 표현할, 사용하기, 조성하, 인내심, 조각"
2156,나는 달리기를 하면 다른 아이들보다 잘 하는 편이다.,다중지능검사,"현실적, 움직여, 발달된, 분류하는, 수학, 분류하기, 유추, 시를, 일반적, 아닙니다"
2157,나는 나 자신의 장점(좋은 점)과 단점(나쁜 점)을 잘 알고 있다.,다중지능검사,"공부, 있어, 유추, 주의, 혹은, 믿고, 해외여행, 기민성, 자원활용, 있고"
2158,나는 달리기를 하면 다른 아이들보다 잘 하는 편이다.,다중지능검사,"상징, 추리, 자료, 철저한, 예민하고, 듣기, 편안한, 연극, 약점, 자기주장"
2159,나는 어떤 친구가 도움이 필요한지 잘 알아챈다.,다중지능검사,"추리, 어울릴, 안정적, 듣지만, 내고, 있을, 소셜미디어, 관계, 외국어, 디자인"
2160,나는 어떤 친구가 도움이 필요한지 잘 알아챈다.,다중지능검사,"이해전략, 일반적, 관계지각, 신체교육, 거부감, 넘칩니다, 내고, 반응할, 해석, 이해하기"
2161,나는 시험 보는 중에도 나쁜 결과가 나올까 심하게 걱정된다.,자기조절학습검사,"시간환경관리, 느낄, 드러나지, 질문전략, 수집, 불편, 뷰티, 학문, 만화, 글쓰기"
2162,나는 새로운 내용을 공부할 때 이미 배운 내용과 연관시켜 가며 이해한다.,자기조절학습검사,"성실하게, 스포츠, 불편함을, 게임, 표현할, 아닌지, 제스처, 없고, 깊습니다, 사교적"
2163,"환자들의 의료 기록을 정리, 관리한다. ",진로발달검사,"생각하며, 생각하는, 사람들, 스트레스, 살펴볼, 정서지능, 양보, 현장학습, 세세한, 가던"
2164,주변 친구들의 고민을 잘 들어준다.,진로발달검사,"작곡하는, 디자인, 능력, 국내여행, 관계지각, 크기, 끝내지, 캠핑, 만들어, 사교적"
2165,열심히 공부하면 내 꿈을 이룰 수 있다고 생각한다.,자기조절학습검사,"중간, 양보, 사랑, 독서, 도움, 생각, 꼼꼼하고, 강점, 상태, 학습법"
2166,나는 성적이 실망스럽더라도 곧 털고 일어나 공부하는 편이다.,자기조절학습검사,"긍정적, 관찰, 부끄럼, 생각하는, 귀납적, 미용, 펫케어, 현실적, 가치, 스피드"
2167,갑자기 많은 사람들의 주목을 받으면 당황한다.,다요인검사,"물리적, 직접, 자기계발, 학습내용, 과학, 가설설정, 사랑, 제스처, 해외여행, 시뮬레이션"
2168,자주 머리가 아프다.,다요인검사,"있음에도, 조각, 노래하기, 언어, 민감해, 말하기, 불편함을, 만지거나, 부끄럼, 거부감"
2169,공부한 만큼 성적이 나오지 않아도 쉽게 좌절하지 않는다.,자기조절학습검사,"사고, 대화, 댄스, 식물, 계획적, 시간환경관리, 적절한, 적극적, 다시, 분류하기"
2170,나는 외우기보다 이해하기 위해 더 노력한다.,자기조절학습검사,"가능성, 리더십, 대한, 기민성;, 상황, 불편함이, 상태, 유형화, 목표, 힘들어합니다"
2171,공부에 집중할 수 있도록 주변 환경을 구성한다.,자기조절학습검사,"함께, 연역적, 캠핑, 크기, 예민하고, 말하기, 신체, 소셜미디어, 에너지, 편안히"
2172,계획한 공부를 마치면 좋아하는 것을 하기로 나 자신과 약속한다.,자기조절학습검사,"있고, 타고, 사고, 시를, 스트레스, 바둑, 시뮬레이션, 자기주장, 대한, 깊습니다"
2173,노력하면 좋은 성적을 받을 수 있다.,자기조절학습검사,"정서조절, 보거나, 집단적, 차트, 가던, 경험들, 기존, 자기, 스포츠, 중간"
2174,공부를 제대로 하지 않았을 때 실망할 가족의 모습을 생각해본다.,자기조절학습검사,"않는, 어울릴, 부끄럼, 소리, 자기, 릴레이, 활용하기, 도표, 편이, 여행"
2175,나는 다른 아이들에 비해 몸놀림이나 손놀림이 좋다는 말을 많이 듣는다.,다중지능검사,"정서조절, 경험들, 있을, 정서, 민감해, 불편, 경험들, 연극, 단서, 자신"
2176,자유시간에는 친구들과 농담하며 즐겁게 보낸다.,다요인검사,"자원활용, 구체적, 야외체험학습, 드러나지, 가치, 도표, 형태, 관심, 조각, 신체"
2177,"선박기관사 : 선박의 엔진, 보일러, 갑판의 기계장치 및 전기장치 등을 조작/정비하는 일을 하는 사람",진로발달검사,"겪을, 대한, 받아들이기, 추리, 식물, 상황, 운동, 편안히, 먼저, 풍부해"
2178,결정할 일이 있을 때 주변에 도와주는 사람이 별로 없다. ,진로발달검사,"상호관계, 칭찬, 체험학습, 학습내용, 리더십, 어려울, 연역적, 스노보드, 받아들이기, 축구"
2179,나는 마음속에 떠오르는 생각을 그림으로 잘 표현할 수 있다.,다중지능검사,"평균, 자료, 여기는, 펫케어, 댄스, 소리, 헬스, 작은, 발달된, 노래"
2180,어려운 상황에 대비하여 미리미리 계획하고 준비한다.,다요인검사,"조각, 항목, 명랑하고, 대한, 겪을, 작곡하는, 귀납적, 안정적, 겪을, 양보"
2181,다른 사람들에 비해 친구가 적은 편이다.,다요인검사,"다시, 다시, 협동적, 대화, 안온하게, 환경, 야외체험학습, 개인사를, 기하학적, 외국어"
2182,나는 누구보다도 자신있게 할 수 있는 일이 많다. ,진로발달검사,"맡기는, 취미생활, 분류하기, 풍부해, 위해, 노래, 성실하게, 학습법, 깊습니다, 말로"
2183,물건을 훔치고 싶을 때가 있다.,다요인검사,"그래프, 봉사, 동기유발, 내용, 학습법, 이해하기, 의견, 말하기, 독서, 오감"
2184,진행 속도나 양을 점검하면서 공부한다.,자기조절학습검사,"적절한, 도형, 요가, 정서지능, 안온하게, 시간환경관리, 주의, 여기는, 항목, 패턴"
2185,나는 어떤 과목에 소질이 있는지 잘 알고 있다.  ,진로발달검사,"정서지능, 축구, 이해전략, 환경, 신체교육, 과학적, 만지거나, 유추, 삼단논법, 영화"
2186,어떤 일을 결정하기에 앞서 항상 그 일이 옳은 일인지 아닌지 생각해 본다.,다요인검사,"기분, 작은, 스피드, 상징, 시간환경관리, 스포츠, 아닙니다, 목표, 글쓰기, 설정"
2187,친구들을 말로 잘 설득한다. ,진로발달검사,"자기주도적, 적극적, 목표, 아니며, 불편함이, 상태, 현실적, 기하학적, 세세한, 환경"
2188,국회의원 : 국민의 대표자로서 법률이나 국가정책을 만드는 사람,진로발달검사,"받아들이기, 단서, 추상적, 골프, 기능, 이해, 삼단논법, 구체적, 대처하지, 해석하는"
2189,남들의 평가에 좌우되지 않고 나 나름의 인생을 살아가는 편이다.,다요인검사,"성실하게, 아닌지, 규칙적, 분류하기, 않는, 느낄, 그림, 관계지각, 삼단논법, 성향"
2190,나는 다른 사람들로부터 운동을 잘 한다는 말을 자주 듣는다.,다중지능검사,"순차적, 지각하는, 설정, 양보, 차트, 리더십, 패션, 시뮬레이션, 수학적, 동작"
2191,공부하고 싶은 마음이 있어도 시작하기가 힘들다.,자기조절학습검사,"추려, 어려움, 일반적, 공부하기, 관계, 귀납적, 만지거나, 서핑, 해결하는, 범주"
2192,지금 잘하는 일을 계속하여 잘하게 될지 궁금하다.  ,진로발달검사,"자연학습, 주의, 듣지만, 표현할, 논리, 중재학습, 있음에도, 헬스, 안정적, 추리"
2193,무슨일을 할 때 여러 사람이 모여서 하기보다 차라리 혼자서 하겠다.,다요인검사,"불편, 스피드, 풍부해, 불안정하여, 인식, 없으나, 추론, 맞게, 동정심, 나타나는"
2194,나는 나와 관련된 문제에 대해 생각하거나 글쓰기를 하면서 시간을 보내는 것을 좋아한다.,다중지능검사,"적극적, 단서, 많고, 사고, 진로, 수학적, 듣기, 그룹, 있을, 관계"
2195,나는 달리기를 하면 다른 아이들보다 잘 하는 편이다.,다중지능검사,"개인사를, 자기, 신체, 안정상, 가치, 귀납적, 다양한, 지식, 외국어, 깊게"
2196,아이들에게 재미있는 이야기를 해준다. ,진로발달검사,"풍부해, 연극, 제스처, 크기, 있고, 깊게, 실천전략, 자기계발, 어려움, 코딩"
2197,나는 국어나 글쓰기 시간을 좋아한다.,다중지능검사,"대화, 도형, 공예, 동정심, 해냅니다, 칭찬, 연극, 아닌지, 이해전략, 자원활용"
2198,나는 숙제나 시험공부를 벼락치기로 하는 편이다.,자기조절학습검사,"전신운동기능, 언어, 학습, 듣지만, 자신, 많고, 가능성, 단위, 능력, 스피드"
2199,딸은 엄마보다 나이가 많다.,자기조절학습검사,"드라마, 비판적이거나, 안정상, 삼단논법, 위해, 수학적, 운동, 끝내지, 도표, 긴장유지"
2200,나는 사람들의 이름을 잘 기억하는 편이다.,다요인검사,"강점, 계획적, 흐름, 상호관계, 학습, 형태, 실천전략, 뷰티, 이해전략, 보다"
2201,나는 체육시간을 좋아한다.,다중지능검사,"겪고, 사고, 상황, 공예, 물리적, 신체언어, 소리, 상황, 과학, 겪을"
2202,전해 내려오는 관습이 사리에 맞지 않으면 따르지 않는다.,다요인검사,"양보, 타고, 소리, 타고, 편안히, 자료, 사람들, 좋아하고, 골프, 좋아합니다"
2203,사회복지사 : 어려움을 겪고 있는 사람의 안정된 생활이 가능하도록 지원하는 사람 ,진로발달검사,"집단적, 주의, 아니며, 내향적, 즐김, 밴다이어그램, 제시하는, 좋아합니다, 차트, 미루지"
2204,나는 동물이나 식물에 관한 그림책을 즐겨 읽는다.,다중지능검사,"상황, 도움, 디자인, 중간, 맡기는, 진로, 내고, 적절한, 개인사를, 식물"
2205,나는 달리기를 하면 다른 아이들보다 잘 하는 편이다.,다중지능검사,"친구들, 규칙적, 여행, 생각하는, 배낭여행, 내향적, 스포츠, 즐김, 코딩, 도형"
2206,나는 친구들의 고민거리를 들어주거나 도와주는 것을 좋아한다.,다중지능검사,"움직여, 기술, 스트레스, 이론, 의견, 얼굴표정, 서핑, 추론, 이해, 좋아하고"
2207,월급생활보다 수입이 다소 불규칙하더라도 목돈버는 일이 좋겠다.,다요인검사,"환경, 뚜렷한, 관습적, 끝내지, 자원활용, 도형, 기존, 학습하기, 반응하는, 드라마"
2208,욕을 해본 적이 없다.,자기조절학습검사,"해냅니다, 힘들어합니다, 받아들이기, 지식, 범주, 단위, 추리, 힘들어합니다, 듣지만, 요지"
2209,조리사 : 호텔·식당·주점 등의 숙박·음식업소에서 요리하는 사람 ,진로발달검사,"아닌지, 위해, 평균, 있으며, 크기, 추리, 디지털, 소리, 이론, 기하학적"
2210,나는 책을 읽을 때 글자보다는 그림에서 더 많은 것을 얻는다.,다중지능검사,"글쓰기, 정서조절, 사진, 생각하는, 상호관계, 해외여행, 활동, 좋아하고, 야외자연활동, 반응하는"
2211,남들이 인정할 정도로 매사를 잘 처리하는 편이다.,다요인검사,"철저한, 독서, 발달된, 풍부해, 자기주장, 받아들이기, 메타, 제스처, 뷰티, 자동차"
2212,답답함,자기조절학습검사,"있고, 타고, 관습적, 판단하는, 스포츠, 곡선, 학습, 다양한, 생각, 생각하며"
2213,나는 친구들 간의 싸움을 잘 해결하고 화해시켜 준다.,다중지능검사,"사람들, 진로, 단서, 얼굴표정, 노래, 상태, 성실하게, 연역적, 언어, 미루지"
2214,책을 읽을 때 핵심적인 내용을 찾아 본다.,자기조절학습검사,"집단적, 사고, 이해전략, 않는, 가설설정, 듣기, 캠핑, 직접, 상징, 철저한"
2215,보람,자기조절학습검사,"작곡하는, 미술, 해석하는, 중간, 흐름, 동작, 혹은, 사람들, 노래, 받으면"
2216,시험을 볼 때 너무 긴장해서 아는 것도 제대로 쓰지 못할 때가 있다.,자기조절학습검사,"평균, 보거나, 기민성, 가능성, 만지거나, 일반적, 동물, 사교적, 스터디, 동정심"
2217,쉽게 초조해 하거나 안달하는 편이다.,다요인검사,"타고, 중간, 통해, 펫케어, 느낄, 대처하지, 소셜미디어, 분류하는, 신체언어, 사랑"
2218,나는 친구들에게 동화나 만화 이야기를 재미있게 해 줄 수 있다.,다중지능검사,"헬스, 언어, 기능, 펫케어, 방법, 크기, 항목, 캠핑, 경험하기를, 편안한"
2219,나는 친구들의 고민거리를 들어주거나 도와주는 것을 좋아한다.,다중지능검사,"증명, 주의, 개인사를, 이해하기, 긍정적, 활동, 자기주장, 겪고, 소리, 지각하는"
2220,남들이 인정할 정도로 매사를 잘 처리하는 편이다.,다요인검사,"민감해, 미루지, 삼단논법, 먼저, 경험하기를, 형태, 동물, 경험들, 기억전략, 자원활용"
2221,나의 미래에 관해서는 부모님과 타협해 나갈 자신이 있다.  ,진로발달검사,"있음에도, 이론, 연극, 필요, 바둑, 받으면, 항목, 불편, 겪을, 안온하게"
